Campaign_ID,Clicks,Conversions,Platform,Content_Type,Target_Age,Target_Gender,Region,Revenue,Spend,Date,Impressions,CTR,CPC,CPA,ROAS
C9821,1741,514,Instagram,Text,55+,Female,Africa,67848,9118.0,2024-11-19,7700,0.2261038961038961,5.237219988512349,17.739299610894943,7.441105505593332
C5108,1736,1613,Instagram,Carousel,45-54,Male,South America,248402,5135.2,2024-09-02,4474,0.38801966919982117,2.958064516129032,3.1836329820210785,48.37241003271538
C4524,390,166,Instagram,Image,35-44,Female,Europe,15438,8497.2,2024-04-23,2279,0.17112768758227292,21.78769230769231,51.18795180722892,1.8168337805394716
C8689,1683,1002,Google,Video,35-44,Male,Africa,91182,5453.0,2024-04-17,3905,0.4309859154929577,3.240047534165181,5.442115768463074,16.721437740693197
C4510,267,253,Facebook,Video,35-44,Other,South America,20240,2616.6,2024-11-28,1236,0.21601941747572814,9.799999999999999,10.342292490118577,7.7352289230298865
C1739,881,78,LinkedIn,Video,18-24,Male,North America,4368,4610.4,2024-12-18,6221,0.1416171033595885,5.233144154370033,59.107692307692304,0.9474232170744404
C2962,1448,1268,LinkedIn,Carousel,25-34,Female,Asia,45648,3479.0,2024-06-07,9595,0.150911933298593,2.402624309392265,2.743690851735016,13.121011784995689
C2934,751,304,LinkedIn,Image,18-24,Female,Africa,24624,3780.0,2025-01-04,6036,0.12442014579191518,5.033288948069241,12.43421052631579,6.514285714285714
C7251,624,475,LinkedIn,Image,18-24,Female,South America,71250,2328.0,2024-08-07,1372,0.45481049562682213,3.730769230769231,4.901052631578947,30.605670103092784
C2717,1244,935,YouTube,Image,45-54,Male,South America,105655,8056.0,2024-04-15,3135,0.3968102073365231,6.47588424437299,8.616042780748662,13.115069513406157
C4204,433,67,LinkedIn,Image,25-34,Female,Asia,2680,9597.0,2024-03-30,8033,0.05390265156230549,22.163972286374133,143.23880597014926,0.27925393352089195
C7879,1989,532,LinkedIn,Image,25-34,Male,Europe,98420,4784.0,2024-03-17,8072,0.2464073339940535,2.4052287581699345,8.992481203007518,20.57274247491639
C8192,1293,1076,Instagram,Video,55+,Male,South America,157096,4022.4,2024-05-27,3191,0.405202130993419,3.110904872389791,3.738289962825279,39.055290373906125
C8384,931,476,Facebook,Image,55+,Male,Europe,19040,6563.7,2025-01-24,4676,0.19910179640718562,7.05016111707841,13.789285714285715,2.900802900802901
C8473,631,460,Instagram,Image,45-54,Male,Asia,45540,7373.6,2024-07-09,2859,0.22070654074851348,11.685578446909668,16.029565217391305,6.176087664098947
C5468,1123,912,LinkedIn,Carousel,45-54,Other,South America,76608,9312.0,2024-12-13,4805,0.23371488033298649,8.292074799643812,10.210526315789474,8.22680412371134
C6459,918,676,Instagram,Carousel,18-24,Female,South America,122356,7045.2,2024-04-25,7291,0.1259086545055548,7.674509803921568,10.42189349112426,17.367285527735195
C1795,1883,197,Instagram,Video,25-34,Other,North America,16154,7245.0,2024-06-03,9149,0.20581484315225707,3.8475836431226766,36.776649746192895,2.2296756383712903
C6858,1747,540,YouTube,Image,45-54,Other,Europe,80460,10258.8,2025-01-04,8859,0.19720058697369908,5.872238122495706,18.997777777777777,7.8430225757398535
C5457,137,37,Facebook,Text,25-34,Other,North America,7030,4390.0,2024-03-16,8154,0.016801569781702233,32.043795620437955,118.64864864864865,1.601366742596811
C6715,1325,375,YouTube,Text,45-54,Other,North America,60750,3346.5,2024-06-02,1191,1.112510495382032,2.5256603773584905,8.924,18.15329448677723
C8175,1644,1237,Instagram,Image,25-34,Other,Asia,141018,3555.2,2024-05-09,2632,0.6246200607902735,2.162530413625304,2.8740501212611154,39.66527902790279
C8313,1273,1109,LinkedIn,Video,55+,Female,North America,136407,4380.6,2024-05-19,7882,0.16150723166708958,3.441162608012569,3.9500450856627594,31.138885084235035
C6429,1433,182,Facebook,Video,25-34,Female,North America,20748,5586.0,2024-08-21,5652,0.2535385704175513,3.898115840893231,30.692307692307693,3.7142857142857144
C6366,1975,792,Instagram,Image,55+,Male,Africa,83160,2156.0,2024-04-01,1159,1.7040552200172563,1.0916455696202532,2.7222222222222223,38.57142857142857
C2108,1423,855,Google,Video,35-44,Male,North America,119700,3890.0,2024-10-22,7805,0.1823190262652146,2.7336612789880532,4.549707602339181,30.77120822622108
C2439,524,263,Instagram,Carousel,18-24,Male,Europe,38135,5470.5,2024-03-18,8576,0.06110074626865672,10.439885496183207,20.80038022813688,6.971026414404533
C9899,312,294,Instagram,Video,18-24,Male,Africa,52038,6160.8,2024-12-21,1332,0.23423423423423423,19.746153846153845,20.955102040816328,8.44663030775224
C8258,1857,1070,Facebook,Video,45-54,Female,Asia,191530,5193.6,2024-05-22,8984,0.2067008014247551,2.7967689822294024,4.853831775700935,36.87808071472581
C4606,503,334,Facebook,Carousel,45-54,Other,Asia,28390,2524.8,2025-02-02,4723,0.10650010586491637,5.019483101391651,7.559281437125749,11.244455006337136
C9813,702,431,LinkedIn,Carousel,18-24,Male,South America,39221,2160.0,2024-06-22,6174,0.11370262390670553,3.076923076923077,5.0116009280742455,18.15787037037037
C2298,497,321,LinkedIn,Image,45-54,Other,Asia,41730,5730.0,2024-07-30,7182,0.06920077972709551,11.529175050301811,17.850467289719628,7.282722513089006
C8676,1556,458,LinkedIn,Image,25-34,Female,South America,70532,7286.4,2024-03-19,6934,0.2244014998557831,4.682776349614396,15.909170305676856,9.679951690821257
C2738,825,714,LinkedIn,Image,25-34,Male,North America,99960,9207.0,2024-09-27,9856,0.08370535714285714,11.16,12.894957983193278,10.856956663408276
C3114,1156,228,LinkedIn,Carousel,25-34,Other,North America,43548,7934.6,2024-04-19,6119,0.18891975813041348,6.863840830449828,34.800877192982455,5.488367403523807
C5327,1417,308,Instagram,Text,25-34,Female,Europe,38192,8569.6,2025-02-07,2659,0.532907107935314,6.047706422018349,27.823376623376625,4.456684092606422
C8026,1535,441,YouTube,Video,45-54,Male,Africa,62622,8918.3,2024-07-25,6288,0.24411577608142493,5.809967426710097,20.222902494331063,7.021741811780273
C4487,860,19,LinkedIn,Text,45-54,Male,Europe,2489,4513.6,2024-04-03,8574,0.10030324236062514,5.2483720930232565,237.55789473684212,0.5514445232187167
C9199,1513,76,YouTube,Carousel,25-34,Male,Asia,13452,6898.3,2024-09-24,1108,1.3655234657039712,4.559352280237938,90.7671052631579,1.950045663424322
C8090,1413,110,LinkedIn,Carousel,45-54,Other,Asia,20570,3018.4,2025-01-22,9778,0.1445080793618327,2.1361641896673746,27.44,6.814868804664723
C1630,295,243,Instagram,Carousel,55+,Female,Africa,39123,2523.5,2025-02-04,7125,0.041403508771929824,8.554237288135592,10.38477366255144,15.503467406380027
C1925,853,571,Google,Carousel,25-34,Male,North America,56529,4615.7,2024-12-24,8894,0.09590735327186868,5.411137162954279,8.08353765323993,12.247113113937214
C5875,630,17,LinkedIn,Text,18-24,Male,Asia,663,9486.4,2024-03-06,7816,0.08060388945752303,15.057777777777778,558.0235294117647,0.06988952605835723
C6988,515,143,Google,Carousel,35-44,Female,North America,27885,8390.0,2024-06-19,4470,0.11521252796420582,16.29126213592233,58.67132867132867,3.323599523241955
C2258,82,75,Facebook,Text,18-24,Male,Africa,11625,6431.5,2024-02-10,9534,0.008600797147052653,78.4329268292683,85.75333333333333,1.807509912151131
C5241,1293,831,YouTube,Text,45-54,Male,North America,124650,3050.2,2024-02-26,4871,0.26544857318825704,2.359010054137664,3.6705174488567986,40.86617270998623
C9165,1255,1125,YouTube,Video,35-44,Female,North America,43875,6960.0,2024-10-24,9035,0.13890426120641947,5.5458167330677295,6.1866666666666665,6.303879310344827
C8049,365,158,Google,Text,25-34,Other,Asia,22120,8200.5,2024-04-09,7032,0.051905574516496016,22.46712328767123,51.901898734177216,2.6973965002134017
C4035,239,153,YouTube,Text,25-34,Female,Africa,20655,4012.8,2024-03-29,6675,0.035805243445692886,16.789958158995816,26.22745098039216,5.147278708133971
C9173,1388,139,LinkedIn,Carousel,18-24,Male,South America,14317,7752.0,2024-04-22,3397,0.4085958198410362,5.585014409221902,55.76978417266187,1.8468782249742002
C7687,415,151,Google,Image,45-54,Female,Europe,6946,8626.0,2024-06-11,3449,0.12032473180632067,20.7855421686747,57.12582781456954,0.8052399721771388
C3628,1302,1192,YouTube,Carousel,55+,Female,South America,127544,7924.9,2024-06-09,2153,0.6047375754760799,6.086712749615975,6.648406040268456,16.09408320609724
C9623,378,18,Facebook,Video,35-44,Female,Europe,2880,5868.5,2024-05-05,9947,0.038001407459535536,15.525132275132275,326.02777777777777,0.49075572974354603
C8240,1828,1041,Facebook,Text,25-34,Male,Africa,125961,9460.0,2024-10-13,3950,0.4627848101265823,5.175054704595186,9.08741594620557,13.315116279069768
C5836,703,567,Google,Video,35-44,Male,Africa,96390,3382.0,2024-03-02,8711,0.08070255998163242,4.8108108108108105,5.964726631393298,28.50088704908338
C9381,308,277,Facebook,Video,25-34,Female,Africa,30193,5994.6,2024-12-03,3297,0.09341825902335456,19.462987012987014,21.64115523465704,5.036699696393421
C1049,1775,179,LinkedIn,Image,45-54,Female,Africa,19690,7305.5,2024-12-07,5476,0.32414170927684444,4.115774647887324,40.812849162011176,2.6952296215180342
C7472,912,735,LinkedIn,Video,25-34,Male,Europe,127155,4350.0,2024-05-28,6623,0.1377019477578137,4.769736842105263,5.918367346938775,29.23103448275862
C8290,716,475,Google,Carousel,25-34,Female,Africa,66025,7514.1,2024-02-25,7698,0.09301117173291765,10.494553072625699,15.819157894736843,8.786814122782502
C2226,1161,873,Instagram,Image,45-54,Female,North America,96903,2822.4,2025-01-05,3361,0.34543290687295447,2.4310077519379845,3.2329896907216495,34.33354591836735
C3689,922,575,Google,Text,25-34,Other,Africa,108100,4185.6,2024-06-27,9514,0.09690981711162497,4.539696312364425,7.279304347826088,25.826643730886847
C2771,1753,122,YouTube,Carousel,25-34,Male,North America,8052,5922.0,2024-02-14,9012,0.1945184198845983,3.3782087849401026,48.540983606557376,1.3596757852077002
C7194,1021,80,Facebook,Video,35-44,Other,South America,14800,2346.3,2024-11-04,8052,0.12680079483358173,2.2980411361410384,29.328750000000003,6.307803776158206
C1200,1362,390,Google,Text,45-54,Female,South America,61230,3038.0,2024-04-13,1384,0.9841040462427746,2.2305433186490453,7.78974358974359,20.154707044107965
C6836,1825,22,YouTube,Text,18-24,Other,Asia,1210,9590.4,2024-05-11,9505,0.19200420831141504,5.255013698630137,435.92727272727274,0.12616783450116784
C6926,1646,1482,Google,Video,25-34,Female,Asia,195624,3138.3,2024-08-10,5326,0.30904994367254973,1.906622114216282,2.1176113360323887,62.33438485804416
C9240,153,26,Instagram,Image,45-54,Other,Asia,4784,5722.2,2024-10-29,1306,0.11715160796324656,37.4,220.08461538461538,0.8360420817168223
C7751,908,128,YouTube,Text,25-34,Female,North America,22400,9653.0,2025-01-04,3425,0.2651094890510949,10.631057268722467,75.4140625,2.320522117476432
C3358,1469,472,YouTube,Video,25-34,Male,South America,71744,4444.0,2024-12-23,1075,1.3665116279069767,3.0251872021783526,9.415254237288135,16.144014401440145
C7878,1165,1064,Instagram,Image,18-24,Female,Africa,43624,9453.6,2024-03-12,7112,0.16380764904386952,8.114678111587983,8.884962406015038,4.614538376914615
C5220,645,380,LinkedIn,Video,25-34,Male,North America,38380,5223.4,2024-04-05,5972,0.1080040187541862,8.098294573643411,13.74578947368421,7.347704560248115
C2657,1547,1081,Instagram,Image,18-24,Other,Europe,63779,9691.5,2024-12-02,7109,0.21761147840765227,6.264705882352941,8.965309898242369,6.580921425991849
C6375,395,276,Google,Text,35-44,Other,Europe,40848,4294.2,2024-08-27,2614,0.15110941086457536,10.871392405063292,15.558695652173913,9.51236551627777
C9433,777,121,Instagram,Carousel,55+,Male,Europe,10164,9253.8,2024-03-01,5155,0.1507274490785645,11.909652509652508,76.47768595041322,1.0983595928159244
C3313,472,416,Instagram,Image,35-44,Female,South America,78624,5211.8,2024-04-07,9957,0.04740383649693683,11.041949152542374,12.528365384615386,15.085766913542345
C7903,1503,659,Facebook,Carousel,18-24,Other,South America,44153,6615.4,2024-10-30,2230,0.6739910313901345,4.40146373918829,10.03854324734446,6.674275176104242
C3456,877,529,Google,Video,55+,Other,North America,58719,6142.5,2024-12-22,9309,0.0942099043935976,7.003990877993158,11.611531190926277,9.55946275946276
C5439,1659,1550,Instagram,Text,55+,Other,South America,300700,9221.3,2024-03-29,9611,0.1726147123088128,5.5583484026522,5.949225806451612,32.60928502488803
C8842,1000,602,Facebook,Video,18-24,Female,Europe,70434,1998.2,2024-03-02,9090,0.11001100110011001,1.9982,3.319269102990033,35.248723851466316
C3479,1001,952,LinkedIn,Image,18-24,Male,South America,104720,3414.4,2024-07-06,3276,0.3055555555555556,3.410989010989011,3.5865546218487396,30.670103092783503
C8774,1009,1002,Facebook,Image,55+,Other,Asia,185370,5652.9,2024-12-27,6704,0.15050715990453462,5.602477700693756,5.641616766467066,32.79201825611633
C6699,1944,328,Instagram,Video,25-34,Male,Africa,46576,6835.5,2024-07-29,1089,1.7851239669421488,3.5162037037037037,20.839939024390244,6.813839514300343
C4621,527,369,Facebook,Text,18-24,Other,North America,60885,7722.4,2024-02-28,1164,0.4527491408934708,14.653510436432637,20.92791327913279,7.8842069822853
C1848,322,133,YouTube,Video,45-54,Other,Europe,8911,6165.5,2024-02-23,4404,0.07311534968210717,19.14751552795031,46.357142857142854,1.4453004622496148
C6429,333,71,Instagram,Video,35-44,Other,North America,12496,5674.5,2024-06-26,5761,0.05780246484985246,17.04054054054054,79.9225352112676,2.2021323464622435
C6111,1552,594,LinkedIn,Text,55+,Male,Asia,65340,7807.4,2024-02-15,8934,0.17371837922543093,5.030541237113402,13.143771043771043,8.368983272280145
C6456,710,591,LinkedIn,Video,18-24,Female,South America,63828,2670.0,2024-05-25,1547,0.45895281189398834,3.76056338028169,4.517766497461929,23.905617977528088
C6035,1189,373,Instagram,Image,55+,Male,Europe,34316,6783.0,2024-06-06,9104,0.13060193321616873,5.704793944491169,18.184986595174262,5.059118384195783
C3362,1391,1263,Facebook,Image,45-54,Female,South America,42942,5995.5,2024-07-03,6723,0.20690168079726312,4.310208483105679,4.747030878859857,7.1623717788341255
C3387,1357,647,Facebook,Text,55+,Male,South America,108049,6108.5,2024-11-08,9926,0.13671166633084827,4.501473839351511,9.44126738794436,17.688303184087747
C8533,126,15,YouTube,Image,45-54,Female,Europe,1680,4560.0,2024-02-15,7283,0.017300562954826307,36.19047619047619,304.0,0.3684210526315789
C2939,1231,947,Instagram,Carousel,35-44,Male,North America,154361,3484.8,2024-09-13,1362,0.9038179148311307,2.830869212022746,3.679831045406547,44.29551193755739
C1156,229,108,LinkedIn,Text,25-34,Other,Africa,8100,8985.6,2024-09-09,1243,0.1842316975060338,39.238427947598254,83.2,0.9014423076923077
C2767,225,220,YouTube,Text,18-24,Male,Asia,24200,7983.1,2024-08-18,3223,0.06981073533974558,35.480444444444444,36.286818181818184,3.0314038406132955
C5928,981,217,YouTube,Carousel,55+,Other,Europe,26474,7605.3,2024-07-23,2351,0.4172692471288813,7.752599388379205,35.04746543778802,3.4809935176784608
C2763,542,267,Instagram,Carousel,18-24,Male,South America,51264,5157.9,2024-05-16,2852,0.1900420757363254,9.516420664206642,19.317977528089887,9.938928633746293
C3209,248,202,LinkedIn,Carousel,18-24,Female,North America,31310,9828.0,2024-06-26,3647,0.06800109679188374,39.62903225806452,48.65346534653465,3.1857956857956857
C1656,1184,363,LinkedIn,Video,55+,Male,Europe,59169,5272.4,2024-11-18,5755,0.2057341442224153,4.45304054054054,14.524517906336087,11.222403459525074
C3794,141,95,YouTube,Image,55+,Male,South America,9405,7163.0,2024-05-13,8103,0.01740096260644206,50.801418439716315,75.4,1.312997347480106
C4156,1647,1015,Instagram,Text,18-24,Other,Asia,192850,9024.0,2024-04-08,4613,0.3570344678083677,5.479052823315119,8.89064039408867,21.3707890070922
C3846,1784,1185,Facebook,Carousel,18-24,Female,Africa,104280,5100.0,2024-03-02,1062,1.67984934086629,2.8587443946188342,4.30379746835443,20.44705882352941
C7114,1156,885,Facebook,Video,55+,Male,Europe,152220,5876.0,2024-12-15,5183,0.22303685124445302,5.083044982698962,6.63954802259887,25.905377808032675
C6882,1922,194,YouTube,Image,18-24,Female,South America,29682,2430.0,2024-07-17,6055,0.3174236168455822,1.2643080124869928,12.525773195876289,12.214814814814815
C9366,99,44,Instagram,Carousel,25-34,Other,Africa,2596,3452.8,2024-02-18,5409,0.018302828618968387,34.87676767676768,78.47272727272728,0.7518535681186284
C4637,657,82,Instagram,Carousel,18-24,Male,Europe,4182,3546.4,2025-01-18,3842,0.17100468505986466,5.397869101978691,43.24878048780488,1.179224001804647
C6727,1727,734,Instagram,Text,18-24,Female,Europe,67528,8448.0,2024-07-30,6706,0.2575305696391291,4.89171974522293,11.509536784741144,7.993371212121212
C9915,995,417,LinkedIn,Text,25-34,Female,Europe,79647,4275.0,2024-10-27,9716,0.1024083985179086,4.296482412060302,10.251798561151078,18.630877192982457
C7861,1971,1512,Facebook,Carousel,55+,Male,Europe,198072,4800.0,2025-01-26,4032,0.4888392857142857,2.43531202435312,3.1746031746031744,41.265
C9652,1982,98,Google,Video,45-54,Other,Asia,18816,4335.0,2024-04-29,5902,0.33581836665537107,2.1871846619576187,44.234693877551024,4.340484429065744
C4568,1679,460,Facebook,Video,45-54,Female,Africa,87400,9177.0,2024-09-23,8650,0.19410404624277455,5.465753424657534,19.95,9.523809523809524
C7036,1653,418,Google,Image,45-54,Male,North America,22154,3930.3,2024-11-09,5165,0.3200387221684414,2.377676950998185,9.40263157894737,5.636719843268962
C2847,1470,961,Instagram,Video,25-34,Other,Africa,77841,4681.8,2025-01-05,7220,0.203601108033241,3.1848979591836737,4.871800208116546,16.62629757785467
C3633,276,174,Instagram,Carousel,55+,Male,Europe,6438,3106.6,2024-06-19,7885,0.03500317057704502,11.255797101449275,17.854022988505747,2.0723620678555332
C6532,1462,77,Instagram,Carousel,55+,Other,Africa,2387,8150.4,2024-10-10,6828,0.21411833626244875,5.574829001367989,105.84935064935064,0.29286906164114646
C7171,123,20,LinkedIn,Carousel,18-24,Other,Asia,3720,6615.0,2024-10-23,1762,0.06980703745743473,53.78048780487805,330.75,0.562358276643991
C8680,1032,875,Google,Image,18-24,Male,Europe,152250,8198.5,2024-11-26,6590,0.15660091047040972,7.944282945736434,9.369714285714286,18.57047020796487
C4282,190,167,Instagram,Image,18-24,Female,South America,14696,3120.0,2024-09-26,6597,0.02880097013794149,16.42105263157895,18.682634730538922,4.71025641025641
C1443,1109,1013,Google,Carousel,25-34,Female,Africa,86105,2889.6,2024-02-17,1525,0.7272131147540983,2.605590622182146,2.852517275419546,29.798241971207087
C6593,236,48,Google,Text,25-34,Female,North America,7488,6918.5,2024-12-08,8581,0.02750262207201958,29.315677966101696,144.13541666666666,1.0823155308231553
C7547,812,430,Instagram,Text,55+,Other,Africa,26230,2489.0,2024-10-16,9113,0.08910347854713048,3.065270935960591,5.788372093023256,10.53836882282041
C6634,623,331,YouTube,Text,18-24,Female,Europe,42699,4365.6,2024-04-02,7111,0.08761074391787371,7.007383627608347,13.189123867069487,9.780786146234194
C4626,109,20,LinkedIn,Image,18-24,Other,South America,1260,6019.6,2024-04-19,7676,0.01420010422094841,55.2256880733945,300.98,0.20931623363678648
C7132,312,276,LinkedIn,Video,45-54,Female,South America,26772,6670.8,2024-04-11,6227,0.05010438413361169,21.380769230769232,24.169565217391305,4.013311746717036
C5390,1029,615,Google,Text,25-34,Female,Asia,92865,9408.0,2024-04-23,2091,0.4921090387374462,9.142857142857142,15.297560975609755,9.870854591836734
C6840,1156,1089,Google,Carousel,18-24,Other,North America,217800,6835.5,2024-03-08,6808,0.1698002350176263,5.913062283737024,6.276859504132231,31.863067807768267
C1614,1273,160,YouTube,Text,35-44,Other,Asia,26240,2840.5,2024-02-20,4296,0.2963221601489758,2.2313432835820897,17.753125,9.237810244675233
C6054,1192,511,Google,Text,45-54,Male,Asia,89425,3090.6,2024-08-13,1232,0.9675324675324676,2.592785234899329,6.048140900195695,28.93451109816864
C8542,1035,498,Facebook,Image,25-34,Male,Asia,84660,4723.6,2024-07-02,3777,0.27402700555996823,4.563864734299517,9.485140562248997,17.92277076805826
C2802,1616,189,Google,Text,45-54,Female,Africa,11529,4514.7,2024-05-07,2060,0.7844660194174757,2.7937499999999997,23.887301587301586,2.5536580503687953
C3686,355,32,Instagram,Video,25-34,Male,South America,1440,3454.2,2025-01-29,7071,0.05020506293310706,9.730140845070421,107.94375,0.41688379364252215
C9031,1387,306,YouTube,Image,45-54,Other,Africa,11934,5302.5,2024-03-29,8096,0.1713191699604743,3.8229992790194665,17.32843137254902,2.2506364922206505
C9127,790,652,Facebook,Video,35-44,Other,Europe,74980,8991.9,2024-09-12,6335,0.12470402525651145,11.382151898734177,13.791257668711657,8.338615865389963
C3769,512,199,LinkedIn,Text,45-54,Male,South America,38208,6334.2,2024-08-25,5166,0.09910956252419667,12.371484375,31.830150753768844,6.032016671402861
C3775,715,423,Facebook,Image,25-34,Other,Africa,57951,8807.2,2024-05-07,4482,0.15952699687639446,12.317762237762238,20.820803782505912,6.579957307657371
C8123,1875,1238,LinkedIn,Carousel,18-24,Female,North America,246362,6484.2,2024-06-30,9227,0.2032079765904411,3.45824,5.237641357027464,37.99420128928781
C6281,875,251,Instagram,Text,55+,Male,Asia,15562,2323.0,2024-12-29,3819,0.22911757004451427,2.654857142857143,9.254980079681275,6.699095996556177
C4443,1393,570,LinkedIn,Image,35-44,Male,Asia,19950,3276.0,2024-04-28,4525,0.30784530386740333,2.351758793969849,5.747368421052632,6.089743589743589
C8018,64,37,Instagram,Image,45-54,Male,Africa,4884,5692.8,2024-12-19,10000,0.0064,88.95,153.85945945945946,0.8579258010118044
C9486,1219,590,LinkedIn,Image,25-34,Female,Asia,90860,4817.7,2024-04-22,4591,0.265519494663472,3.9521739130434783,8.165593220338982,18.859621811237727
C9053,249,118,LinkedIn,Text,35-44,Other,Europe,22656,4529.9,2024-11-13,1748,0.14244851258581237,18.192369477911644,38.38898305084746,5.00143491026292
C2451,50,16,Facebook,Carousel,45-54,Other,Europe,656,3498.6,2024-02-15,2392,0.020903010033444816,69.972,218.6625,0.18750357285771452
C4562,1638,1330,Google,Carousel,18-24,Other,Africa,93100,7092.8,2024-05-11,3574,0.4583100167879127,4.33015873015873,5.3329323308270675,13.125986916309497
C2122,1252,400,Facebook,Image,45-54,Female,North America,38400,9751.5,2024-07-22,6384,0.19611528822055138,7.788738019169329,24.37875,3.937855714505461
C2836,1994,1043,Instagram,Carousel,45-54,Male,South America,38591,8103.5,2024-11-13,8273,0.2410250211531488,4.063941825476429,7.769415148609779,4.762263219596471
C9075,919,34,LinkedIn,Text,35-44,Male,South America,5576,5337.6,2024-06-08,1158,0.7936096718480138,5.8080522306855284,156.98823529411766,1.0446642685851317
C2555,718,497,Google,Text,25-34,Male,South America,43239,5543.2,2025-01-05,5725,0.12541484716157206,7.72033426183844,11.153319919517102,7.800368018473084
C5539,971,403,Instagram,Image,35-44,Other,Africa,51987,5110.6,2025-01-30,4595,0.21131664853101198,5.263233779608651,12.681389578163772,10.17238680389778
C6575,432,428,LinkedIn,Carousel,25-34,Other,South America,14552,4782.4,2024-05-14,8260,0.05230024213075061,11.07037037037037,11.173831775700934,3.04282368685179
C4525,1236,333,YouTube,Carousel,45-54,Male,South America,42624,3276.0,2024-02-22,5672,0.21791255289139633,2.650485436893204,9.837837837837839,13.010989010989011
C9155,1595,778,Instagram,Image,18-24,Male,Asia,49014,3009.8,2024-02-16,3259,0.4894139306535747,1.887021943573668,3.8686375321336763,16.28480297694199
C5279,1578,1208,LinkedIn,Video,35-44,Male,Africa,192072,3648.0,2024-05-22,8305,0.19000602046959664,2.311787072243346,3.019867549668874,52.651315789473685
C7947,1755,65,Instagram,Video,55+,Male,North America,7215,4898.5,2024-04-21,8801,0.19940915805022155,2.791168091168091,75.36153846153846,1.4728998673063183
C7706,195,109,Google,Text,35-44,Female,Asia,21473,4275.0,2024-10-16,7065,0.027600849256900213,21.923076923076923,39.22018348623853,5.022923976608187
C4321,976,332,Facebook,Image,25-34,Other,Europe,27556,8400.2,2024-04-16,8059,0.12110683707656036,8.606762295081968,25.301807228915663,3.2803980857598627
C7396,1526,1011,YouTube,Video,55+,Female,Europe,89979,3084.6,2024-09-20,6737,0.2265103161644649,2.0213630406290957,3.051038575667656,29.170394864812295
C2842,984,936,YouTube,Carousel,45-54,Other,Asia,46800,4494.6,2024-08-09,6586,0.14940783480109324,4.567682926829269,4.801923076923077,10.41249499399279
C9396,204,176,Google,Image,25-34,Female,North America,7744,4820.0,2024-10-29,5947,0.034303009920968554,23.627450980392158,27.386363636363637,1.6066390041493777
C5946,1985,1086,LinkedIn,Image,18-24,Female,North America,99912,8841.0,2024-07-04,2382,0.8333333333333334,4.453904282115869,8.140883977900552,11.300984051577876
C6327,1943,981,YouTube,Image,18-24,Female,South America,155979,4080.4,2024-09-28,2864,0.6784217877094972,2.1000514668039116,4.159429153924567,38.22639937261053
C8089,468,415,Instagram,Text,35-44,Male,North America,73455,6425.1,2024-11-11,6281,0.07451042827575227,13.728846153846154,15.482168674698796,11.432506887052341
C9690,938,530,Facebook,Carousel,55+,Female,Asia,56710,7231.6,2025-01-01,9001,0.10421064326185979,7.709594882729212,13.644528301886794,7.841971347972786
C2312,1650,1073,Instagram,Image,18-24,Other,Africa,109446,5096.0,2024-12-08,9011,0.18310953279325268,3.0884848484848484,4.749301025163094,21.47684458398744
C5263,188,161,Facebook,Text,35-44,Female,Asia,20447,4403.8,2024-07-03,3828,0.04911180773249739,23.424468085106383,27.3527950310559,4.643035560198011
C9749,410,107,YouTube,Carousel,25-34,Male,South America,19260,7038.0,2024-09-21,4957,0.08271131732902966,17.165853658536584,65.77570093457943,2.7365728900255752
C9990,521,397,Facebook,Image,25-34,Female,South America,69872,4360.5,2024-06-12,1666,0.3127250900360144,8.369481765834934,10.983627204030226,16.02385047586286
C7488,1266,943,Google,Image,18-24,Other,North America,128248,8706.2,2024-11-24,7868,0.1609049313675648,6.876935229067931,9.232449628844115,14.730651719464289
C5896,110,108,Instagram,Image,18-24,Other,Asia,15336,7605.3,2024-05-14,2849,0.03861003861003861,69.13909090909091,70.41944444444445,2.0164885014397855
C1179,642,570,Google,Text,18-24,Female,Asia,84360,5231.8,2024-11-19,8891,0.07220785063547408,8.149221183800623,9.17859649122807,16.124469589816123
C5246,1712,1367,Facebook,Text,25-34,Female,Asia,170875,5952.0,2025-01-22,9209,0.185905092843957,3.4766355140186915,4.354059985369422,28.708837365591396
C8003,1225,168,LinkedIn,Image,18-24,Female,North America,15792,6997.2,2024-06-19,5858,0.2091157391601229,5.712,41.65,2.256902761104442
C2739,84,30,Instagram,Text,45-54,Female,Africa,5220,5252.0,2024-02-24,4666,0.018002571795970854,62.523809523809526,175.06666666666666,0.993907083015994
C7985,77,67,LinkedIn,Image,25-34,Male,North America,10988,9669.6,2024-03-07,3235,0.023802163833075735,125.57922077922079,144.3223880597015,1.1363448332919666
C5803,1117,673,YouTube,Video,25-34,Other,Asia,29612,4694.2,2024-08-21,3475,0.32143884892086333,4.202506714413608,6.975037147102526,6.308210131651826
C4848,997,168,LinkedIn,Image,18-24,Female,Europe,30912,7562.0,2024-12-03,5830,0.17101200686106346,7.5847542627883655,45.01190476190476,4.087807458344353
C7073,1409,921,LinkedIn,Carousel,55+,Other,Europe,184200,6030.0,2024-11-06,9107,0.1547161524102339,4.279630943931867,6.547231270358306,30.54726368159204
C3177,1769,1606,LinkedIn,Image,55+,Other,Africa,276232,8817.3,2024-05-10,6713,0.2635185461045732,4.984341435839457,5.490224159402241,31.32841119163463
